aggregate,char_sim,levenshtein,jaccard
0.148989898989899,0.0,0.08333333333333337,0.36363636363636365
0.08730158730158728,0.023809523809523808,0.09523809523809523,0.14285714285714285
0.13034188034188035,0.0,0.08333333333333337,0.3076923076923077
0.023809523809523808,0.0,0.0,0.07142857142857142
0.12301587301587302,0.0,0.08333333333333337,0.2857142857142857
0.16111111111111112,0.0,0.08333333333333337,0.4
0.17592592592592593,0.0,0.08333333333333337,0.4444444444444444
0.0787037037037037,0.0,0.125,0.1111111111111111
0.1388888888888889,0.0,0.08333333333333337,0.3333333333333333
0.017543859649122806,0.0,0.0,0.05263157894736842
0.15277777777777776,0.0,0.125,0.3333333333333333
0.0534188034188034,0.041666666666666664,0.04166666666666663,0.07692307692307693
0.10849056603773584,0.0,0.07547169811320753,0.25
0.03769841269841271,0.020833333333333332,0.02083333333333337,0.07142857142857142
0.05822649572649574,0.0,0.02083333333333337,0.15384615384615385
0.05128205128205129,0.0,0.0,0.15384615384615385
0.030753968253968266,0.0,0.02083333333333337,0.07142857142857142
0.10378510378510379,0.047619047619047616,0.0714285714285714,0.19230769230769232
0.0392156862745098,0.0,0.0,0.11764705882352941
0.15277777777777776,0.0,0.125,0.3333333333333333
0.05456349206349207,0.0,0.02083333333333337,0.14285714285714285
0.11666666666666668,0.0,0.08333333333333337,0.26666666666666666
0.05456349206349207,0.0,0.02083333333333337,0.14285714285714285
0.148989898989899,0.0,0.08333333333333337,0.36363636363636365
0.07142857142857142,0.0,0.0,0.21428571428571427
0.0853174603174603,0.0,0.04166666666666663,0.21428571428571427
0.017543859649122806,0.0,0.0,0.05263157894736842
0.11574074074074074,0.0,0.125,0.2222222222222222
0.03012247600132406,0.018867924528301886,0.018867924528301883,0.05263157894736842
0.10416666666666667,0.0,0.0625,0.25
0.11174242424242421,0.020833333333333332,0.04166666666666663,0.2727272727272727
0.09081196581196581,0.0,0.04166666666666663,0.23076923076923078
0.10416666666666664,0.020833333333333332,0.04166666666666663,0.25
0.09027777777777779,0.0,0.02083333333333337,0.25
0.030753968253968266,0.0,0.02083333333333337,0.07142857142857142
0.05822649572649574,0.0,0.02083333333333337,0.15384615384615385
0.023809523809523808,0.0,0.0,0.07142857142857142
0.025641025641025644,0.0,0.0,0.07692307692307693
0.07905982905982904,0.041666666666666664,0.04166666666666663,0.15384615384615385
0.07638888888888888,0.020833333333333332,0.04166666666666663,0.16666666666666666
0.09722222222222221,0.0,0.04166666666666663,0.25
0.06250000000000001,0.0,0.02083333333333337,0.16666666666666666
0.05822649572649574,0.0,0.02083333333333337,0.15384615384615385
0.029166666666666678,0.0,0.02083333333333337,0.06666666666666667
0.023809523809523808,0.0,0.0,0.07142857142857142
0.040277777777777794,0.0,0.02083333333333337,0.1
0.06184486373165618,0.0,0.018867924528301883,0.16666666666666666
0.0325854700854701,0.0,0.02083333333333337,0.07692307692307693
0.030753968253968266,0.0,0.02083333333333337,0.07142857142857142
0.023809523809523808,0.0,0.0,0.07142857142857142
0.11174242424242421,0.020833333333333332,0.04166666666666663,0.2727272727272727
0.11111111111111109,0.041666666666666664,0.04166666666666663,0.25
0.07638888888888888,0.020833333333333332,0.04166666666666663,0.16666666666666666
0.09775641025641024,0.020833333333333332,0.04166666666666663,0.23076923076923078
0.15277777777777776,0.0,0.125,0.3333333333333333
0.027777777777777776,0.0,0.0,0.08333333333333333
